decision_id,category,decision,advisors_present,num_advisors,votes_json,yes_votes,no_votes,abstain_votes,board_recommendation,final_choice,user_aligned_with_board,outcome,satisfaction_score,days_to_outcome
DEC-0176,Health,Should I try therapy or keep managing on my own?,"Adventurer, Therapist, Dad Voice",3,"{""Adventurer"": ""Yes"", ""Therapist"": ""Abstain"", ""Dad Voice"": ""Abstain""}",1,0,2,Yes,Proceeded (aligned with majority),True,Successful,5,74.0
DEC-0177,Finance,Should I start a business with my savings?,"Builder, Chaos Goblin, Dad Voice, Adventurer, 80-Year-Old You",5,"{""Builder"": ""Yes"", ""Chaos Goblin"": ""No"", ""Dad Voice"": ""Yes"", ""Adventurer"": ""Yes"", ""80-Year-Old You"": ""Yes""}",4,1,0,Yes,Proceeded (aligned with majority),True,Successful,4,34.0
DEC-0178,Lifestyle,Should I adopt a cat (my third)?,"Dad Voice, Future Self, 80-Year-Old You, CFO",4,"{""Dad Voice"": ""Yes"", ""Future Self"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""CFO"": ""Abstain""}",3,0,1,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0179,Health,Should I join the gym or exercise at home?,"Dad Voice, Builder, Spouse/Partner, Inner Critic, 80-Year-Old You",5,"{""Dad Voice"": ""Abstain"", ""Builder"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Inner Critic"": ""Abstain"", ""80-Year-Old You"": ""Abstain""}",2,0,3,Yes,Proceeded (aligned with majority),True,Mixed,3,76.0
DEC-0180,Creative,Should I collaborate with someone whose style differs from mine?,"Chaos Goblin, Spouse/Partner, Dad Voice, Builder",4,"{""Chaos Goblin"": ""Yes"", ""Spouse/Partner"": ""No"", ""Dad Voice"": ""No"", ""Builder"": ""No""}",1,3,0,No,Did not proceed (aligned with majority),True,Mixed,4,62.0
DEC-0181,Lifestyle,Should I buy the expensive thing that would make me happy?,"Spouse/Partner, Adventurer, Chaos Goblin, Therapist",4,"{""Spouse/Partner"": ""No"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Therapist"": ""Abstain""}",2,1,1,Yes,Chose alternative path,False,Unsuccessful,1,79.0
DEC-0182,Health,Should I switch to a standing desk?,"Inner Critic, Dad Voice, Chaos Goblin, Spouse/Partner",4,"{""Inner Critic"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Chaos Goblin"": ""Abstain"", ""Spouse/Partner"": ""Abstain""}",1,0,3,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0183,Finance,Should I co-sign my sibling's loan?,"Therapist, Builder, CFO, Spouse/Partner, Dad Voice",5,"{""Therapist"": ""Abstain"", ""Builder"": ""Yes"", ""CFO"": ""Abstain"", ""Spouse/Partner"": ""Abstain"", ""Dad Voice"": ""No""}",1,1,3,Split,Proceeded anyway,False,Successful,4,69.0
DEC-0184,Personal Growth,Should I say yes to the scary opportunity?,"Dad Voice, Future Self, 80-Year-Old You, Builder, Inner Critic",5,"{""Dad Voice"": ""No"", ""Future Self"": ""No"", ""80-Year-Old You"": ""No"", ""Builder"": ""Yes"", ""Inner Critic"": ""Abstain""}",1,3,1,No,Did not proceed (aligned with majority),True,Successful,5,13.0
DEC-0185,Career,Should I take the contract role for more money but less stability?,"Builder, Therapist, Spouse/Partner, Dad Voice, Future Self",5,"{""Builder"": ""No"", ""Therapist"": ""No"", ""Spouse/Partner"": ""Yes"", ""Dad Voice"": ""Yes"", ""Future Self"": ""No""}",2,3,0,No,Did not proceed (aligned with majority),True,Successful,3,17.0
DEC-0186,Career,Should I take the contract role for more money but less stability?,"Adventurer, Builder, Future Self, Spouse/Partner",4,"{""Adventurer"": ""Yes"", ""Builder"": ""Yes"", ""Future Self"": ""No"", ""Spouse/Partner"": ""Abstain""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,4,84.0
DEC-0187,Lifestyle,Should I get a roommate to split costs?,"CFO, Future Self, 80-Year-Old You, Spouse/Partner",4,"{""CFO"": ""No"", ""Future Self"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""Yes""}",3,1,0,Yes,Chose alternative path,False,Unsuccessful,2,71.0
DEC-0188,Finance,Should I buy the new car or keep driving my old one?,"Future Self, 80-Year-Old You, Adventurer, Builder",4,"{""Future Self"": ""No"", ""80-Year-Old You"": ""Yes"", ""Adventurer"": ""Abstain"", ""Builder"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,3,48.0
DEC-0189,Creative,Should I invest in professional equipment or keep bootstrapping?,"Builder, Spouse/Partner, Adventurer, Therapist, 80-Year-Old You",5,"{""Builder"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Adventurer"": ""Yes"", ""Therapist"": ""Yes"", ""80-Year-Old You"": ""Yes""}",5,0,0,Yes,Proceeded (aligned with majority),True,Mixed,3,57.0
DEC-0190,Finance,Should I hire a financial advisor or manage investments myself?,"Inner Critic, Builder, Dad Voice, Future Self, 80-Year-Old You",5,"{""Inner Critic"": ""Yes"", ""Builder"": ""Yes"", ""Dad Voice"": ""No"", ""Future Self"": ""Yes"", ""80-Year-Old You"": ""Yes""}",4,1,0,Yes,Proceeded (aligned with majority),True,Successful,5,74.0
DEC-0191,Personal Growth,Should I read more books or take more courses?,"Chaos Goblin, 80-Year-Old You, Dad Voice, Therapist",4,"{""Chaos Goblin"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Yes"", ""Therapist"": ""Yes""}",3,0,1,Yes,Chose alternative path,False,Successful,4,71.0
DEC-0192,Relationships,Should I set boundaries with my overbearing parent?,"Dad Voice, 80-Year-Old You, Adventurer, Spouse/Partner",4,"{""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""No"", ""Adventurer"": ""No"", ""Spouse/Partner"": ""Yes""}",2,2,0,Split,Chose compromise,False,Successful,5,72.0
DEC-0193,Finance,Should I max out my 401k or save for a down payment?,"Future Self, Spouse/Partner, CFO",3,"{""Future Self"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""Abstain""}",2,0,1,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0194,Finance,Should I take on a side hustle for extra income?,"Dad Voice, Therapist, Chaos Goblin, Adventurer, Spouse/Partner",5,"{""Dad Voice"": ""Yes"", ""Therapist"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Yes""}",5,0,0,Yes,Proceeded (aligned with majority),True,Mixed,3,40.0
DEC-0195,Relationships,Should I move closer to family or stay where my life is?,"Inner Critic, Adventurer, Builder, Chaos Goblin",4,"{""Inner Critic"": ""Abstain"", ""Adventurer"": ""Abstain"", ""Builder"": ""Abstain"", ""Chaos Goblin"": ""Abstain""}",0,0,4,Split,Proceeded anyway,False,Pending,3,
DEC-0196,Lifestyle,Should I take the solo trip or wait for friends to be available?,"Chaos Goblin, 80-Year-Old You, Builder",3,"{""Chaos Goblin"": ""No"", ""80-Year-Old You"": ""Yes"", ""Builder"": ""Yes""}",2,1,0,Yes,Proceeded (aligned with majority),True,Mixed,4,14.0
DEC-0197,Health,Should I quit drinking for a year?,"Spouse/Partner, Therapist, 80-Year-Old You, Future Self, Builder",5,"{""Spouse/Partner"": ""No"", ""Therapist"": ""Abstain"", ""80-Year-Old You"": ""Abstain"", ""Future Self"": ""Yes"", ""Builder"": ""Abstain""}",1,1,3,Split,Did not proceed (aligned with majority),True,Mixed,4,71.0
DEC-0198,Health,Should I get the elective surgery now or wait?,"Future Self, 80-Year-Old You, Spouse/Partner, Builder",4,"{""Future Self"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""No"", ""Builder"": ""No""}",1,2,1,No,Did not proceed (aligned with majority),True,Successful,5,9.0
DEC-0199,Career,Should I take the job offer with higher pay but longer commute?,"80-Year-Old You, CFO, Adventurer, Chaos Goblin, Dad Voice",5,"{""80-Year-Old You"": ""Yes"", ""CFO"": ""Yes"", ""Adventurer"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""Dad Voice"": ""No""}",3,1,1,Yes,Proceeded (aligned with majority),True,Mixed,2,38.0
DEC-0200,Career,Should I apply for the leadership role I feel underqualified for?,"Spouse/Partner, Adventurer, Therapist, 80-Year-Old You",4,"{""Spouse/Partner"": ""Abstain"", ""Adventurer"": ""Yes"", ""Therapist"": ""Yes"", ""80-Year-Old You"": ""Yes""}",3,0,1,Yes,Chose alternative path,False,Successful,5,15.0
DEC-0201,Career,Should I go back to school for an MBA?,"Adventurer, Builder, Future Self, Spouse/Partner",4,"{""Adventurer"": ""Yes"", ""Builder"": ""Yes"", ""Future Self"": ""No"", ""Spouse/Partner"": ""Abstain""}",2,1,1,Yes,Delayed decision,False,Mixed,2,12.0
DEC-0202,Finance,Should I max out my 401k or save for a down payment?,"Adventurer, Dad Voice, Therapist",3,"{""Adventurer"": ""Yes"", ""Dad Voice"": ""Yes"", ""Therapist"": ""Yes""}",3,0,0,Yes,Chose alternative path,False,Pending,4,
DEC-0203,Lifestyle,Should I downsize my apartment to save money?,"Inner Critic, CFO, Builder",3,"{""Inner Critic"": ""No"", ""CFO"": ""No"", ""Builder"": ""No""}",0,3,0,No,Proceeded anyway,False,Mixed,3,30.0
DEC-0204,Career,Should I pursue the overseas assignment?,"Builder, Adventurer, Chaos Goblin",3,"{""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",2,0,1,Yes,Proceeded (aligned with majority),True,Mixed,2,79.0
DEC-0205,Personal Growth,Should I start the creative project I keep postponing?,"Spouse/Partner, CFO, Dad Voice, Adventurer, 80-Year-Old You",5,"{""Spouse/Partner"": ""No"", ""CFO"": ""Yes"", ""Dad Voice"": ""No"", ""Adventurer"": ""Yes"", ""80-Year-Old You"": ""No""}",2,3,0,No,Did not proceed (aligned with majority),True,Successful,4,33.0
DEC-0206,Health,Should I see a specialist about this recurring issue?,"Adventurer, Inner Critic, CFO, Builder, Chaos Goblin",5,"{""Adventurer"": ""Yes"", ""Inner Critic"": ""Abstain"", ""CFO"": ""No"", ""Builder"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",2,1,2,Yes,Chose alternative path,False,Pending,4,
DEC-0207,Career,Should I leave my stable job to travel for a year?,"CFO, Spouse/Partner, Future Self",3,"{""CFO"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Future Self"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Mixed,3,56.0
DEC-0208,Health,Should I take a mental health day even though work is busy?,"Adventurer, Inner Critic, Builder, 80-Year-Old You",4,"{""Adventurer"": ""Yes"", ""Inner Critic"": ""Yes"", ""Builder"": ""Abstain"", ""80-Year-Old You"": ""Abstain""}",2,0,2,Yes,Proceeded (aligned with majority),True,Successful,5,86.0
DEC-0209,Lifestyle,Should I adopt a cat (my third)?,"Spouse/Partner, Chaos Goblin, Future Self",3,"{""Spouse/Partner"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Future Self"": ""Yes""}",3,0,0,Yes,Proceeded (aligned with majority),True,Mixed,3,87.0
DEC-0210,Lifestyle,Should I downsize my apartment to save money?,"CFO, Builder, Dad Voice",3,"{""CFO"": ""Yes"", ""Builder"": ""Abstain"", ""Dad Voice"": ""No""}",1,1,1,Split,Did not proceed (aligned with majority),True,Mixed,2,19.0
DEC-0211,Lifestyle,Should I invest in the expensive hobby equipment?,"Adventurer, CFO, Therapist, Chaos Goblin",4,"{""Adventurer"": ""Yes"", ""CFO"": ""No"", ""Therapist"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",2,1,1,Yes,Chose alternative path,False,Mixed,3,10.0
DEC-0212,Health,Should I join the gym or exercise at home?,"Builder, Therapist, Dad Voice, 80-Year-Old You, CFO",5,"{""Builder"": ""Abstain"", ""Therapist"": ""Abstain"", ""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""No"", ""CFO"": ""Yes""}",2,1,2,Yes,Delayed decision,False,Successful,3,49.0
DEC-0213,Health,Should I take a sabbatical for burnout recovery?,"Builder, CFO, Chaos Goblin",3,"{""Builder"": ""Yes"", ""CFO"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",2,0,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,2,18.0
DEC-0214,Personal Growth,Should I read more books or take more courses?,"Builder, Future Self, CFO",3,"{""Builder"": ""Abstain"", ""Future Self"": ""Yes"", ""CFO"": ""No""}",1,1,1,Split,Proceeded anyway,False,Unsuccessful,1,73.0
DEC-0215,Health,Should I commit to the early morning workout routine?,"Future Self, Spouse/Partner, Inner Critic, Therapist",4,"{""Future Self"": ""No"", ""Spouse/Partner"": ""No"", ""Inner Critic"": ""No"", ""Therapist"": ""No""}",0,4,0,No,Did not proceed (aligned with majority),True,Successful,5,34.0
DEC-0216,Finance,Should I invest in index funds or individual stocks?,"CFO, Future Self, Therapist, 80-Year-Old You",4,"{""CFO"": ""Abstain"", ""Future Self"": ""Abstain"", ""Therapist"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",1,0,3,Yes,Chose alternative path,False,Unsuccessful,2,16.0
DEC-0217,Finance,Should I refinance my mortgage at current rates?,"Chaos Goblin, 80-Year-Old You, CFO",3,"{""Chaos Goblin"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""CFO"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Successful,5,55.0
DEC-0218,Lifestyle,Should I take the sabbatical and travel?,"80-Year-Old You, Adventurer, Inner Critic, Spouse/Partner",4,"{""80-Year-Old You"": ""Yes"", ""Adventurer"": ""No"", ""Inner Critic"": ""Yes"", ""Spouse/Partner"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Pending,3,
DEC-0219,Relationships,Should I prioritize my relationship or my career right now?,"Chaos Goblin, Therapist, Inner Critic, Future Self",4,"{""Chaos Goblin"": ""Yes"", ""Therapist"": ""Yes"", ""Inner Critic"": ""No"", ""Future Self"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Successful,4,62.0
DEC-0220,Relationships,Should I reconnect with my estranged sibling?,"Inner Critic, Therapist, Future Self",3,"{""Inner Critic"": ""No"", ""Therapist"": ""No"", ""Future Self"": ""Abstain""}",0,2,1,No,Proceeded anyway,False,Unsuccessful,1,80.0
DEC-0221,Career,Should I go back to school for an MBA?,"Builder, Adventurer, Future Self, Dad Voice",4,"{""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""Future Self"": ""Yes"", ""Dad Voice"": ""Abstain""}",3,0,1,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0222,Personal Growth,Should I start the creative project I keep postponing?,"Future Self, Adventurer, 80-Year-Old You, CFO, Inner Critic",5,"{""Future Self"": ""Yes"", ""Adventurer"": ""Yes"", ""80-Year-Old You"": ""No"", ""CFO"": ""Yes"", ""Inner Critic"": ""Yes""}",4,1,0,Yes,Proceeded (aligned with majority),True,Mixed,4,13.0
DEC-0223,Personal Growth,Should I say yes to the scary opportunity?,"Adventurer, CFO, Dad Voice, 80-Year-Old You",4,"{""Adventurer"": ""Abstain"", ""CFO"": ""No"", ""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""Abstain""}",1,1,2,Split,Chose compromise,False,Mixed,2,62.0
DEC-0224,Career,Should I pivot from engineering to product management?,"Chaos Goblin, Dad Voice, 80-Year-Old You, CFO, Future Self",5,"{""Chaos Goblin"": ""Abstain"", ""Dad Voice"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""CFO"": ""Yes"", ""Future Self"": ""Yes""}",4,0,1,Yes,Delayed decision,False,Successful,5,34.0
DEC-0225,Lifestyle,Should I commit to minimalism and declutter everything?,"Chaos Goblin, Inner Critic, 80-Year-Old You, CFO",4,"{""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""No"", ""80-Year-Old You"": ""Yes"", ""CFO"": ""No""}",2,2,0,Split,Did not proceed (aligned with majority),True,Successful,5,72.0
DEC-0226,Creative,Should I quit my day job to pursue art full-time?,"Therapist, 80-Year-Old You, Inner Critic, Builder",4,"{""Therapist"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Inner Critic"": ""No"", ""Builder"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,5,38.0
DEC-0227,Career,Should I tell my boss I'm looking for other opportunities?,"Inner Critic, Therapist, Future Self, Adventurer",4,"{""Inner Critic"": ""Yes"", ""Therapist"": ""Abstain"", ""Future Self"": ""Yes"", ""Adventurer"": ""No""}",2,1,1,Yes,Delayed decision,False,Successful,5,31.0
DEC-0228,Personal Growth,Should I set a strict morning routine?,"Therapist, Builder, Inner Critic, Adventurer",4,"{""Therapist"": ""No"", ""Builder"": ""Abstain"", ""Inner Critic"": ""No"", ""Adventurer"": ""Abstain""}",0,2,2,No,Proceeded anyway,False,Unsuccessful,3,75.0
DEC-0229,Finance,Should I start a business with my savings?,"80-Year-Old You, Inner Critic, Spouse/Partner",3,"{""80-Year-Old You"": ""Yes"", ""Inner Critic"": ""Yes"", ""Spouse/Partner"": ""Yes""}",3,0,0,Yes,Chose alternative path,False,Successful,4,45.0
DEC-0230,Personal Growth,Should I go to the networking event even though I hate them?,"Therapist, Builder, Dad Voice",3,"{""Therapist"": ""Yes"", ""Builder"": ""Yes"", ""Dad Voice"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,4,49.0
DEC-0231,Career,Should I start freelancing on the side?,"Chaos Goblin, Adventurer, Therapist, Builder, Dad Voice",5,"{""Chaos Goblin"": ""Yes"", ""Adventurer"": ""Yes"", ""Therapist"": ""Abstain"", ""Builder"": ""No"", ""Dad Voice"": ""Abstain""}",2,1,2,Yes,Chose alternative path,False,Successful,5,81.0
DEC-0232,Creative,Should I self-publish or try traditional publishing?,"Dad Voice, Builder, Chaos Goblin",3,"{""Dad Voice"": ""Yes"", ""Builder"": ""No"", ""Chaos Goblin"": ""Yes""}",2,1,0,Yes,Chose alternative path,False,Pending,4,
DEC-0233,Health,Should I join the gym or exercise at home?,"CFO, Builder, Therapist, Chaos Goblin, Spouse/Partner",5,"{""CFO"": ""Yes"", ""Builder"": ""No"", ""Therapist"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""Spouse/Partner"": ""No""}",2,2,1,Split,Proceeded anyway,False,Pending,3,
DEC-0234,Career,Should I take the contract role for more money but less stability?,"Therapist, 80-Year-Old You, CFO, Builder, Adventurer",5,"{""Therapist"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""CFO"": ""Yes"", ""Builder"": ""Yes"", ""Adventurer"": ""Yes""}",5,0,0,Yes,Proceeded (aligned with majority),True,Mixed,4,55.0
DEC-0235,Health,Should I take a sabbatical for burnout recovery?,"Therapist, Inner Critic, Chaos Goblin, CFO",4,"{""Therapist"": ""Abstain"", ""Inner Critic"": ""Abstain"", ""Chaos Goblin"": ""No"", ""CFO"": ""Abstain""}",0,1,3,No,Proceeded anyway,False,Mixed,4,7.0
DEC-0236,Relationships,Should I have the difficult conversation about our future?,"Spouse/Partner, Adventurer, Inner Critic, Builder",4,"{""Spouse/Partner"": ""Yes"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""No"", ""Builder"": ""No""}",2,2,0,Split,Chose compromise,False,Successful,5,81.0
DEC-0237,Health,Should I take a mental health day even though work is busy?,"Chaos Goblin, Builder, Dad Voice",3,"{""Chaos Goblin"": ""Yes"", ""Builder"": ""Yes"", ""Dad Voice"": ""Yes""}",3,0,0,Yes,Proceeded (aligned with majority),True,Mixed,3,72.0
DEC-0238,Relationships,Should I confront my roommate about their behavior?,"Spouse/Partner, Future Self, Adventurer, CFO",4,"{""Spouse/Partner"": ""Yes"", ""Future Self"": ""Yes"", ""Adventurer"": ""Yes"", ""CFO"": ""Yes""}",4,0,0,Yes,Proceeded (aligned with majority),True,Successful,5,83.0
DEC-0239,Personal Growth,Should I hire a life coach?,"Adventurer, CFO, Future Self",3,"{""Adventurer"": ""Yes"", ""CFO"": ""Yes"", ""Future Self"": ""Yes""}",3,0,0,Yes,Chose alternative path,False,Mixed,3,65.0
DEC-0240,Lifestyle,Should I commit to minimalism and declutter everything?,"Inner Critic, Chaos Goblin, Builder",3,"{""Inner Critic"": ""No"", ""Chaos Goblin"": ""Yes"", ""Builder"": ""Yes""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,4,37.0
DEC-0241,Personal Growth,Should I start writing the book I've been thinking about?,"Adventurer, Dad Voice, Therapist",3,"{""Adventurer"": ""No"", ""Dad Voice"": ""No"", ""Therapist"": ""Abstain""}",0,2,1,No,Proceeded anyway,False,Successful,4,69.0
DEC-0242,Health,Should I quit drinking for a year?,"80-Year-Old You, Future Self, Dad Voice, Builder, CFO",5,"{""80-Year-Old You"": ""Yes"", ""Future Self"": ""Abstain"", ""Dad Voice"": ""Yes"", ""Builder"": ""No"", ""CFO"": ""No""}",2,2,1,Split,Did not proceed (aligned with majority),True,Pending,3,
DEC-0243,Creative,Should I invest in professional equipment or keep bootstrapping?,"Builder, Future Self, Inner Critic",3,"{""Builder"": ""Yes"", ""Future Self"": ""Yes"", ""Inner Critic"": ""Abstain""}",2,0,1,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0244,Creative,Should I enter the competition even though I might not win?,"Therapist, Adventurer, Inner Critic, Future Self",4,"{""Therapist"": ""No"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""Abstain"", ""Future Self"": ""Yes""}",2,1,1,Yes,Delayed decision,False,Successful,5,78.0
DEC-0245,Personal Growth,Should I join the mastermind group?,"Adventurer, Chaos Goblin, Builder, Dad Voice",4,"{""Adventurer"": ""Yes"", ""Chaos Goblin"": ""No"", ""Builder"": ""Abstain"", ""Dad Voice"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,2,71.0
DEC-0246,Relationships,Should I say yes to being a bridesmaid when I can't afford it?,"Spouse/Partner, Chaos Goblin, 80-Year-Old You, Dad Voice",4,"{""Spouse/Partner"": ""No"", ""Chaos Goblin"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Yes""}",3,1,0,Yes,Chose alternative path,False,Unsuccessful,1,45.0
DEC-0247,Lifestyle,Should I buy the expensive thing that would make me happy?,"80-Year-Old You, Spouse/Partner, Therapist",3,"{""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""Abstain"", ""Therapist"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Mixed,3,15.0
DEC-0248,Creative,Should I collaborate with someone whose style differs from mine?,"Spouse/Partner, 80-Year-Old You, Therapist",3,"{""Spouse/Partner"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Therapist"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,5,65.0
DEC-0249,Creative,Should I take the commercial project for money even if it's not my passion?,"CFO, Inner Critic, Builder, Dad Voice",4,"{""CFO"": ""No"", ""Inner Critic"": ""No"", ""Builder"": ""Yes"", ""Dad Voice"": ""Abstain""}",1,2,1,No,Chose compromise,False,Successful,4,28.0
DEC-0250,Creative,Should I quit my day job to pursue art full-time?,"CFO, 80-Year-Old You, Dad Voice",3,"{""CFO"": ""Abstain"", ""80-Year-Old You"": ""No"", ""Dad Voice"": ""Yes""}",1,1,1,Split,Chose compromise,False,Mixed,3,18.0
DEC-0251,Lifestyle,Should I adopt a dog even though my schedule is busy?,"Therapist, 80-Year-Old You, Inner Critic",3,"{""Therapist"": ""Yes"", ""80-Year-Old You"": ""Abstain"", ""Inner Critic"": ""No""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,5,14.0
DEC-0252,Relationships,Should I have the difficult conversation about our future?,"CFO, Builder, Future Self, Chaos Goblin",4,"{""CFO"": ""Yes"", ""Builder"": ""Yes"", ""Future Self"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",3,0,1,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0253,Lifestyle,Should I adopt a dog even though my schedule is busy?,"Builder, Dad Voice, CFO, Adventurer",4,"{""Builder"": ""Yes"", ""Dad Voice"": ""Abstain"", ""CFO"": ""No"", ""Adventurer"": ""Abstain""}",1,1,2,Split,Did not proceed (aligned with majority),True,Successful,4,47.0
DEC-0254,Health,Should I take the medication my doctor prescribed?,"80-Year-Old You, Spouse/Partner, Chaos Goblin",3,"{""80-Year-Old You"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",2,0,1,Yes,Delayed decision,False,Unsuccessful,2,79.0
DEC-0255,Personal Growth,Should I start a podcast about my niche interest?,"Adventurer, 80-Year-Old You, Dad Voice, Builder",4,"{""Adventurer"": ""Abstain"", ""80-Year-Old You"": ""No"", ""Dad Voice"": ""Abstain"", ""Builder"": ""Yes""}",1,1,2,Split,Did not proceed (aligned with majority),True,Pending,3,
DEC-0256,Finance,Should I refinance my mortgage at current rates?,"CFO, Chaos Goblin, Therapist",3,"{""CFO"": ""No"", ""Chaos Goblin"": ""Abstain"", ""Therapist"": ""Abstain""}",0,1,2,No,Chose compromise,False,Successful,4,52.0
DEC-0257,Lifestyle,Should I adopt a dog even though my schedule is busy?,"Dad Voice, Future Self, Therapist, 80-Year-Old You, Chaos Goblin",5,"{""Dad Voice"": ""Yes"", ""Future Self"": ""Yes"", ""Therapist"": ""Abstain"", ""80-Year-Old You"": ""Abstain"", ""Chaos Goblin"": ""Abstain""}",2,0,3,Yes,Proceeded (aligned with majority),True,Unsuccessful,3,74.0
DEC-0258,Finance,Should I lend money to my friend who asked?,"80-Year-Old You, Builder, Spouse/Partner",3,"{""80-Year-Old You"": ""No"", ""Builder"": ""No"", ""Spouse/Partner"": ""Abstain""}",0,2,1,No,Chose compromise,False,Pending,4,
DEC-0259,Finance,Should I buy the new car or keep driving my old one?,"Spouse/Partner, Chaos Goblin, Therapist",3,"{""Spouse/Partner"": ""Yes"", ""Chaos Goblin"": ""No"", ""Therapist"": ""No""}",1,2,0,No,Proceeded anyway,False,Successful,5,77.0
DEC-0260,Personal Growth,Should I learn a new language or a new instrument?,"Future Self, Inner Critic, Adventurer, Chaos Goblin",4,"{""Future Self"": ""No"", ""Inner Critic"": ""No"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",1,2,1,No,Proceeded anyway,False,Pending,3,
DEC-0261,Personal Growth,Should I attend the silent retreat?,"Builder, Therapist, Dad Voice, Chaos Goblin",4,"{""Builder"": ""Yes"", ""Therapist"": ""Yes"", ""Dad Voice"": ""Abstain"", ""Chaos Goblin"": ""Yes""}",3,0,1,Yes,Proceeded (aligned with majority),True,Mixed,2,24.0
DEC-0262,Personal Growth,Should I join the mastermind group?,"80-Year-Old You, Adventurer, Builder",3,"{""80-Year-Old You"": ""No"", ""Adventurer"": ""Yes"", ""Builder"": ""Yes""}",2,1,0,Yes,Delayed decision,False,Mixed,2,28.0
DEC-0263,Lifestyle,Should I take the solo trip or wait for friends to be available?,"Therapist, Inner Critic, Future Self",3,"{""Therapist"": ""Yes"", ""Inner Critic"": ""Yes"", ""Future Self"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0264,Career,Should I confront my manager about the toxic team culture?,"Dad Voice, Spouse/Partner, Builder, CFO, Chaos Goblin",5,"{""Dad Voice"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Builder"": ""No"", ""CFO"": ""No"", ""Chaos Goblin"": ""Yes""}",3,2,0,Yes,Delayed decision,False,Pending,3,
DEC-0265,Health,Should I train for a marathon even though I've never run?,"Builder, Chaos Goblin, CFO",3,"{""Builder"": ""Yes"", ""Chaos Goblin"": ""Abstain"", ""CFO"": ""Yes""}",2,0,1,Yes,Chose alternative path,False,Mixed,2,49.0
